PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Label
15242832,nitric oxide donor induces temporal and dose-dependent reduction of gene expression in human endothelial cells,"Braam B, de Roos R, Dijk A, Boer P, Post JA, Kemmeren PP, Holstege FC, Bluysen HA, Koomans HA.",Am J Physiol Heart Circ Physiol. 2004 Nov;287(5):H1977-86. doi: 10.1152/ajpheart.00323.2004. Epub 2004 Jul 8.,Braam B,Am J Physiol Heart Circ Physiol,2004,2004/07/10,,,10.1152/ajpheart.00323.2004,1
32227433,low-dose silver nanoparticle surface chemistry and temporal effects on gene expression in human liver cells,"House JS, Bouzos E, Fahy KM, Francisco VM, Lloyd DT, Wright FA, Motsinger-Reif AA, Asuri P, Wheeler KE.",Small. 2020 May;16(21):e2000299. doi: 10.1002/smll.202000299. Epub 2020 Mar 29.,House JS,Small,2020,2020/04/01,PMC7446734,NIHMS1617452,10.1002/smll.202000299,1
19110722,temporal gene expression analysis of human coronary artery endothelial cells treated with simvastatin,"Zhang LQ, Ma SF, Grigoryev D, Lavoie TL, Xiao HQ, Setterquist R, Li H, Jacobson J, Garcia JG, Ye SQ.",Gene Expr. 2008;14(4):229-39. doi: 10.3727/105221608786883834.,Zhang LQ,Gene Expr,2008,2008/12/30,PMC6041999,,10.3727/105221608786883834,1
20436886,temporal changes in gene expression in the skin of patients treated with isotretinoin provide insight into its mechanism of action,"Nelson AM, Zhao W, Gilliland KL, Zaenglein AL, Liu W, Thiboutot DM.",Dermatoendocrinol. 2009 May;1(3):177-87. doi: 10.4161/derm.1.3.8258.,Nelson AM,Dermatoendocrinol,2009,2010/05/04,PMC2835911,,10.4161/derm.1.3.8258,1
17901116,"the temporal responses of protein synthesis, gene expression and cell signalling in human quadriceps muscle and patellar tendon to disuse","de Boer MD, Selby A, Atherton P, Smith K, Seynnes OR, Maganaris CN, Maffulli N, Movin T, Narici MV, Rennie MJ.",J Physiol. 2007 Nov 15;585(Pt 1):241-51. doi: 10.1113/jphysiol.2007.142828. Epub 2007 Sep 27.,de Boer MD,J Physiol,2007,2007/09/29,PMC2375459,,10.1113/jphysiol.2007.142828,0
23418086,"comparative analysis of temporal and dose-dependent tcdd-elicited gene expression in human, mouse, and rat primary hepatocytes","Forgacs AL, Dere E, Angrish MM, Zacharewski TR.",Toxicol Sci. 2013 May;133(1):54-66. doi: 10.1093/toxsci/kft028. Epub 2013 Feb 15.,Forgacs AL,Toxicol Sci,2013,2013/02/19,PMC3627554,,10.1093/toxsci/kft028,1
33758859,longitudinal single-cell epitope and rna-sequencing reveals the immunological impact of type 1 interferon autoantibodies in critical covid-19,"van der Wijst MGP, Vazquez SE, Hartoularos GC, Bastard P, Grant T, Bueno R, Lee DS, Greenland JR, Sun Y, Perez R, Ogorodnikov A, Ward A, Mann SA, Lynch KL, Yun C, Havlir DV, Chamie G, Marquez C, Greenhouse B, Lionakis MS, Norris PJ, Dumont LJ, Kelly K, Zhang P, Zhang Q, Gervais A, Voyer TL, Whatley A, Si Y, Byrne A, Combes AJ, Rao AA, Song YS; UCSF COMET consortium, Fragiadakis GK, Kangelaris K, Calfee CS, Erle DJ, Hendrickson C, Krummel MF, Woodruff PG, Langelier CR, Casanova JL, Derisi JL, Anderson MS, Ye CJ.",bioRxiv. 2021 Mar 10:2021.03.09.434529. doi: 10.1101/2021.03.09.434529. Preprint.,van der Wijst MGP,bioRxiv,2021,2021/03/24,PMC7987018,,10.1101/2021.03.09.434529,1
28646201,comprehensive investigation of temporal and autism-associated cell type composition-dependent and independent gene expression changes in human brains,"Yu Q, He Z.",Sci Rep. 2017 Jun 23;7(1):4121. doi: 10.1038/s41598-017-04356-7.,Yu Q,Sci Rep,2017,2017/06/25,PMC5482876,,10.1038/s41598-017-04356-7,1
30545855,spatiotemporal transcriptomic divergence across human and macaque brain development,"Zhu Y, Sousa AMM, Gao T, Skarica M, Li M, Santpere G, Esteller-Cucala P, Juan D, Ferrández-Peral L, Gulden FO, Yang M, Miller DJ, Marques-Bonet T, Imamura Kawasawa Y, Zhao H, Sestan N.",Science. 2018 Dec 14;362(6420):eaat8077. doi: 10.1126/science.aat8077. Epub 2018 Dec 13.,Zhu Y,Science,2018,2018/12/15,PMC6900982,NIHMS1059681,10.1126/science.aat8077,1
29802404,tracing the temporal-spatial transcriptome landscapes of the human fetal digestive tract using single-cell rna-sequencing,"Gao S, Yan L, Wang R, Li J, Yong J, Zhou X, Wei Y, Wu X, Wang X, Fan X, Yan J, Zhi X, Gao Y, Guo H, Jin X, Wang W, Mao Y, Wang F, Wen L, Fu W, Ge H, Qiao J, Tang F.",Nat Cell Biol. 2018 Jun;20(6):721-734. doi: 10.1038/s41556-018-0105-4. Epub 2018 May 25.,Gao S,Nat Cell Biol,2018,2018/05/27,,,10.1038/s41556-018-0105-4,1
32275707,"explainable artificial intelligence (xai) for the identification of biologically relevant gene expression patterns in longitudinal human studies, insights from obesity research","Anguita-Ruiz A, Segura-Delgado A, Alcalá R, Aguilera CM, Alcalá-Fdez J.",PLoS Comput Biol. 2020 Apr 10;16(4):e1007792. doi: 10.1371/journal.pcbi.1007792. eCollection 2020 Apr.,Anguita-Ruiz A,PLoS Comput Biol,2020,2020/04/11,PMC7176286,,10.1371/journal.pcbi.1007792,1
25169051,regulation of cannabinoid receptor gene expression and endocannabinoid levels in lymphocyte subsets by interferon-β: a longitudinal study in multiple sclerosis patients,"Sánchez López AJ, Román-Vega L, Ramil Tojeiro E, Giuffrida A, García-Merino A.",Clin Exp Immunol. 2015 Jan;179(1):119-27. doi: 10.1111/cei.12443.,Sánchez López AJ,Clin Exp Immunol,2015,2014/08/30,PMC4260904,,10.1111/cei.12443,0
22726420,visualizing spatiotemporal dynamics of apoptosis after g1 arrest by human t cell leukemia virus type 1 tax and insights into gene expression changes using microarray-based gene expression analysis,"Arainga M, Murakami H, Aida Y.",BMC Genomics. 2012 Jun 22;13:275. doi: 10.1186/1471-2164-13-275.,Arainga M,BMC Genomics,2012,2012/06/26,PMC3537563,,10.1186/1471-2164-13-275,1
33883455,gene expression-based diagnosis of infections in critically ill patients-prospective validation of the sepsismetascore in a longitudinal severe trauma cohort,"Thair S, Mewes C, Hinz J, Bergmann I, Büttner B, Sehmisch S, Meissner K, Quintel M, Sweeney TE, Khatri P, Mansur A.",Crit Care Med. 2021 Aug 1;49(8):e751-e760. doi: 10.1097/CCM.0000000000005027.,Thair S,Crit Care Med,2021,2021/04/22,,,10.1097/CCM.0000000000005027,1
34667144,a longitudinal study of gene expression in first-episode schizophrenia; exploring relapse mechanisms by co-expression analysis in peripheral blood,"Gassó P, Rodríguez N, Martínez-Pinteño A, Mezquida G, Ribeiro M, González-Peñas J, Zorrilla I, Martínez-Sadurni L, Rodriguez-Jimenez R, Corripio I, Sarró S, Ibáñez A, Usall J, Lobo A, Moren C, Cuesta MJ, Parellada M, González-Pinto A, Berrocoso E, Bernardo M, Mas S; 2EPs Group.",Transl Psychiatry. 2021 Oct 19;11(1):539. doi: 10.1038/s41398-021-01645-8.,Gassó P,Transl Psychiatry,2021,2021/10/20,PMC8526619,,10.1038/s41398-021-01645-8,1
30038257,publisher correction: tracing the temporal-spatial transcriptome landscapes of the human fetal digestive tract using single-cell rna-sequencing,"Gao S, Yan L, Wang R, Li J, Yong J, Zhou X, Wei Y, Wu X, Wang X, Fan X, Yan J, Zhi X, Gao Y, Guo H, Jin X, Wang W, Mao Y, Wang F, Wen L, Fu W, Ge H, Qiao J, Tang F.",Nat Cell Biol. 2018 Oct;20(10):1227. doi: 10.1038/s41556-018-0165-5.,Gao S,Nat Cell Biol,2018,2018/07/25,,,10.1038/s41556-018-0165-5,1
20018196,temporal gene expression changes induced by a low concentration of benzo[a]pyrene diol epoxide in a normal human cell line,"Lu X, Shao J, Li H, Yu Y.",Mutat Res. 2010 Feb 3;684(1-2):74-80. doi: 10.1016/j.mrfmmm.2009.12.002. Epub 2009 Dec 14.,Lu X,Mutat Res,2010,2009/12/19,,,10.1016/j.mrfmmm.2009.12.002,1
30467425,longitudinal single-cell rna sequencing of patient-derived primary cells reveals drug-induced infidelity in stem cell hierarchy,"Sharma A, Cao EY, Kumar V, Zhang X, Leong HS, Wong AML, Ramakrishnan N, Hakimullah M, Teo HMV, Chong FT, Chia S, Thangavelu MT, Kwang XL, Gupta R, Clark JR, Periyasamy G, Iyer NG, DasGupta R.",Nat Commun. 2018 Nov 22;9(1):4931. doi: 10.1038/s41467-018-07261-3.,Sharma A,Nat Commun,2018,2018/11/24,PMC6250721,,10.1038/s41467-018-07261-3,1
25977295,longitudinal epigenetic and gene expression profiles analyzed by three-component analysis reveal down-regulation of genes involved in protein translation in human aging,"Jung M, Jin SG, Zhang X, Xiong W, Gogoshin G, Rodin AS, Pfeifer GP.",Nucleic Acids Res. 2015 Sep 3;43(15):e100. doi: 10.1093/nar/gkv473. Epub 2015 May 14.,Jung M,Nucleic Acids Res,2015,2015/05/16,PMC4551908,,10.1093/nar/gkv473,0
28966918,"immunofibrogenic gene expression patterns in tanzanian children with ocular chlamydia trachomatis infection, active trachoma and scarring: baseline results of a 4-year longitudinal study","Ramadhani AM, Derrick T, Macleod D, Massae P, Mtuy T, Jeffries D, Roberts CH, Bailey RL, Mabey DCW, Holland MJ, Burton MJ.",Front Cell Infect Microbiol. 2017 Sep 15;7:406. doi: 10.3389/fcimb.2017.00406. eCollection 2017.,Ramadhani AM,Front Cell Infect Microbiol,2017,2017/10/03,PMC5605569,,10.3389/fcimb.2017.00406,1
33635497,longitudinal ctcs gene expression analysis on metastatic castration-resistant prostate cancer patients treated with docetaxel reveals new potential prognosis markers,"Pereira-Veiga T, González-Conde M, León-Mateos L, Piñeiro-Cid R, Abuín C, Muinelo-Romay L, Martínez-Fernández M, Brea Iglesias J, García González J, Anido U, Aguín-Losada S, Cebey V, Costa C, López-López R.",Clin Exp Metastasis. 2021 Apr;38(2):239-251. doi: 10.1007/s10585-021-10075-1. Epub 2021 Feb 26.,Pereira-Veiga T,Clin Exp Metastasis,2021,2021/02/26,PMC7987626,,10.1007/s10585-021-10075-1,1
26944545,a new statistical method for curve group analysis of longitudinal gene expression data illustrated for breast cancer in the nowac postgenome cohort as a proof of principle,"Lund E, Holden L, Bøvelstad H, Plancade S, Mode N, Günther CC, Nuel G, Thalabard JC, Holden M.",BMC Med Res Methodol. 2016 Mar 5;16:28. doi: 10.1186/s12874-016-0129-z.,Lund E,BMC Med Res Methodol,2016,2016/03/06,PMC4779232,,10.1186/s12874-016-0129-z,1
28113084,increase of irf-1 gene expression and impairment of t regulatory cells suppression activity on patients with myelodysplastic syndrome: a longitudinal one-year study,"Perazzio AS, Oliveira JS, Figueiredo VL, Chauffaille ML.",Leuk Res. 2017 Apr;55:6-17. doi: 10.1016/j.leukres.2017.01.008. Epub 2017 Jan 5.,Perazzio AS,Leuk Res,2017,2017/01/24,,,10.1016/j.leukres.2017.01.008,0
24690998,whole-genome analysis of temporal gene expression during early transdifferentiation of human lung alveolar epithelial type 2 cells in vitro,"Morales Johansson H, Newman DR, Sannes PL.",PLoS One. 2014 Apr 1;9(4):e93413. doi: 10.1371/journal.pone.0093413. eCollection 2014.,Morales Johansson H,PLoS One,2014,2014/04/03,PMC3972118,,10.1371/journal.pone.0093413,1
10833363,spatial and temporal patterns of expression of messenger rna for insulin-like growth factors and their binding proteins in the placenta of man and laboratory animals,"Han VK, Carter AM.",Placenta. 2000 May;21(4):289-305. doi: 10.1053/plac.1999.0498.,Han VK,Placenta,2000,2000/06/02,,,10.1053/plac.1999.0498,0
12393420,temporal gene expression profile of human precursor b leukemia cells induced by adhesion receptor: identification of pathways regulating b-cell survival,"Astier AL, Xu R, Svoboda M, Hinds E, Munoz O, de Beaumont R, Crean CD, Gabig T, Freedman AS.",Blood. 2003 Feb 1;101(3):1118-27. doi: 10.1182/blood-2002-05-1519. Epub 2002 Sep 19.,Astier AL,Blood,2003,2002/10/24,,,10.1182/blood-2002-05-1519,0
34400700,eight-year longitudinal study of whole blood gene expression profiles in individuals undergoing long-term medical follow-up,"Sakai Y, Nasti A, Takeshita Y, Okumura M, Kitajima S, Honda M, Wada T, Nakamura S, Takamura T, Tamura T, Matsubara K, Kaneko S.",Sci Rep. 2021 Aug 16;11(1):16564. doi: 10.1038/s41598-021-96078-0.,Sakai Y,Sci Rep,2021,2021/08/17,PMC8368195,,10.1038/s41598-021-96078-0,1
33730024,"single-cell longitudinal analysis of sars-cov-2 infection in human airway epithelium identifies target cells, alterations in gene expression, and cell state changes","Ravindra NG, Alfajaro MM, Gasque V, Huston NC, Wan H, Szigeti-Buck K, Yasumoto Y, Greaney AM, Habet V, Chow RD, Chen JS, Wei J, Filler RB, Wang B, Wang G, Niklason LE, Montgomery RR, Eisenbarth SC, Chen S, Williams A, Iwasaki A, Horvath TL, Foxman EF, Pierce RW, Pyle AM, van Dijk D, Wilen CB.",PLoS Biol. 2021 Mar 17;19(3):e3001143. doi: 10.1371/journal.pbio.3001143. eCollection 2021 Mar.,Ravindra NG,PLoS Biol,2021,2021/03/17,PMC8007021,,10.1371/journal.pbio.3001143,1
27687780,single-cell rna sequencing reveals dynamic changes in a-to-i rna editome during early human embryogenesis,"Qiu S, Li W, Xiong H, Liu D, Bai Y, Wu K, Zhang X, Yang H, Ma K, Hou Y, Li B.",BMC Genomics. 2016 Sep 29;17(1):766. doi: 10.1186/s12864-016-3115-2.,Qiu S,BMC Genomics,2016,2016/10/01,PMC5043600,,10.1186/s12864-016-3115-2,1
12795423,dynamic changes in gene expression during human trophoblast differentiation,"Handwerger S, Aronow B.",Recent Prog Horm Res. 2003;58:263-81. doi: 10.1210/rp.58.1.263.,Handwerger S,Recent Prog Horm Res,2003,2003/06/11,,,10.1210/rp.58.1.263,1
34561445,a longitudinal sampling study of transcriptomic and epigenetic profiles in patients with thrombocytopenia syndrome,"Wang Y, Han S, Ran R, Li A, Liu H, Liu M, Duan Y, Zhang X, Zhao Z, Song S, Weng X, Liu SM, Zhou X.",Nat Commun. 2021 Sep 24;12(1):5629. doi: 10.1038/s41467-021-25804-z.,Wang Y,Nat Commun,2021,2021/09/25,PMC8463551,,10.1038/s41467-021-25804-z,0
15173089,carcinoembryonic antigen messenger rna expression using nested reverse transcription-pcr in the peripheral blood during follow-up period of patients who underwent curative surgery for biliary-pancreatic cancer: longitudinal analyses,"Mataki Y, Takao S, Maemura K, Mori S, Shinchi H, Natsugoe S, Aikou T.",Clin Cancer Res. 2004 Jun 1;10(11):3807-14. doi: 10.1158/1078-0432.CCR-03-0130.,Mataki Y,Clin Cancer Res,2004,2004/06/03,,,10.1158/1078-0432.CCR-03-0130,1
31989163,blood and brain gene expression trajectories mirror neuropathology and clinical deterioration in neurodegeneration,"Iturria-Medina Y, Khan AF, Adewale Q, Shirazi AH; Alzheimer's Disease Neuroimaging Initiative.",Brain. 2020 Feb 1;143(2):661-673. doi: 10.1093/brain/awz400.,Iturria-Medina Y,Brain,2020,2020/01/29,PMC7009530,,10.1093/brain/awz400,1
31315658,leo1 is essential for the dynamic regulation of heterochromatin and gene expression during cellular quiescence,"Oya E, Durand-Dubief M, Cohen A, Maksimov V, Schurra C, Nakayama JI, Weisman R, Arcangioli B, Ekwall K.",Epigenetics Chromatin. 2019 Jul 17;12(1):45. doi: 10.1186/s13072-019-0292-7.,Oya E,Epigenetics Chromatin,2019,2019/07/19,PMC6636030,,10.1186/s13072-019-0292-7,0
22666384,dynamic gene expression in the human cerebral cortex distinguishes children from adults,"Sterner KN, Weckle A, Chugani HT, Tarca AL, Sherwood CC, Hof PR, Kuzawa CW, Boddy AM, Abbas A, Raaum RL, Grégoire L, Lipovich L, Grossman LI, Uddin M, Goodman M, Wildman DE.",PLoS One. 2012;7(5):e37714. doi: 10.1371/journal.pone.0037714. Epub 2012 May 30.,Sterner KN,PLoS One,2012,2012/06/06,PMC3364291,,10.1371/journal.pone.0037714,1
33891558,longitudinal transcriptomics define the stages of myeloid activation in the living human brain after intracerebral hemorrhage,"Askenase MH, Goods BA, Beatty HE, Steinschneider AF, Velazquez SE, Osherov A, Landreneau MJ, Carroll SL, Tran TB, Avram VS, Drake RS, Gatter GJ, Massey JA, Karuppagounder SS, Ratan RR, Matouk CC, Sheth KN, Ziai WC, Parry-Jones AR, Awad IA, Zuccarello M, Thompson RE, Dawson J, Hanley DF, Love JC, Shalek AK, Sansing LH; MISTIE III Consortium; ICHseq investigators; ICHseq Investigators MISTIE III Investigators.",Sci Immunol. 2021 Feb 19;6(56):eabd6279. doi: 10.1126/sciimmunol.abd6279. Epub 2021 Feb 19.,Askenase MH,Sci Immunol,2021,2021/04/23,PMC8252865,NIHMS1713350,10.1126/sciimmunol.abd6279,1
32445086,dyslexia candidate gene and ciliary gene expression dynamics during human neuronal differentiation,"Bieder A, Yoshihara M, Katayama S, Krjutškov K, Falk A, Kere J, Tapia-Páez I.",Mol Neurobiol. 2020 Jul;57(7):2944-2958. doi: 10.1007/s12035-020-01905-6. Epub 2020 May 22.,Bieder A,Mol Neurobiol,2020,2020/05/24,PMC7320047,,10.1007/s12035-020-01905-6,1
33478276,effect of rehabilitation on biologic and transcriptomic responses after hospital-acquired deconditioning: a prospective longitudinal feasibility study,"Laneuville O, Rocheleau L, Chan Chun Kong D, Pelchat M, Trudel G.",Disabil Rehabil. 2021 Jan 21:1-9. doi: 10.1080/09638288.2021.1875507. Online ahead of print.,Laneuville O,Disabil Rehabil,2021,2021/01/22,,,10.1080/09638288.2021.1875507,1
29985644,high-depth transcriptomic profiling reveals the temporal gene signature of human mesenchymal stem cells during chondrogenesis,"Huynh NPT, Zhang B, Guilak F.",FASEB J. 2019 Jan;33(1):358-372. doi: 10.1096/fj.201800534R. Epub 2018 Jul 9.,Huynh NPT,FASEB J,2019,2018/07/10,PMC6355072,,10.1096/fj.201800534R,1
30789893,single-cell transcriptomics reveals gene expression dynamics of human fetal kidney development,"Hochane M, van den Berg PR, Fan X, Bérenger-Currias N, Adegeest E, Bialecka M, Nieveen M, Menschaart M, Chuva de Sousa Lopes SM, Semrau S.",PLoS Biol. 2019 Feb 21;17(2):e3000152. doi: 10.1371/journal.pbio.3000152. eCollection 2019 Feb.,Hochane M,PLoS Biol,2019,2019/02/22,PMC6400406,,10.1371/journal.pbio.3000152,1
24408435,"single-cell rna-seq reveals dynamic, random monoallelic gene expression in mammalian cells","Deng Q, Ramsköld D, Reinius B, Sandberg R.",Science. 2014 Jan 10;343(6167):193-6. doi: 10.1126/science.1245316.,Deng Q,Science,2014,2014/01/11,,,10.1126/science.1245316,1
30846445,single cell transcriptomics reveals spatial and temporal dynamics of gene expression in the developing mouse spinal cord,"Delile J, Rayon T, Melchionda M, Edwards A, Briscoe J, Sagner A.",Development. 2019 Mar 27;146(12):dev173807. doi: 10.1242/dev.173807.,Delile J,Development,2019,2019/03/09,PMC6602353,,10.1242/dev.173807,0
33902461,dense time-course gene expression profiling of the drosophila melanogaster innate immune response,"Schlamp F, Delbare SYN, Early AM, Wells MT, Basu S, Clark AG.",BMC Genomics. 2021 Apr 26;22(1):304. doi: 10.1186/s12864-021-07593-3.,Schlamp F,BMC Genomics,2021,2021/04/27,PMC8074482,,10.1186/s12864-021-07593-3,1
34499774,"longitudinal peripheral tissue rna-seq transcriptomic profiling, hyperalgesia, and wound healing in the rat plantar surgical incision model","Goto T, Sapio MR, Maric D, Robinson JM, Domenichiello AF, Saligan LN, Mannes AJ, Iadarola MJ.",FASEB J. 2021 Oct;35(10):e21852. doi: 10.1096/fj.202100347R.,Goto T,FASEB J,2021,2021/09/09,,,10.1096/fj.202100347R,1
33743776,rna-seq analysis and gene expression dynamics in the salivary glands of the argasid tick ornithodoros erraticus along the trophogonic cycle,"Pérez-Sánchez R, Carnero-Morán Á, Soriano B, Llorens C, Oleaga A.",Parasit Vectors. 2021 Mar 20;14(1):170. doi: 10.1186/s13071-021-04671-z.,Pérez-Sánchez R,Parasit Vectors,2021,2021/03/21,PMC7980729,,10.1186/s13071-021-04671-z,1
31191333,time series gene expression profiling and temporal regulatory pathway analysis of angiotensin ii induced atrial fibrillation in mice,"Wu YX, Han X, Chen C, Zou LX, Dong ZC, Zhang YL, Li HH.",Front Physiol. 2019 May 29;10:597. doi: 10.3389/fphys.2019.00597. eCollection 2019.,Wu YX,Front Physiol,2019,2019/06/14,PMC6548816,,10.3389/fphys.2019.00597,0
28252568,time course of inflammatory gene expression following crush injury in murine skeletal muscle,"Voss JG, Shagal AG, Tsuji JM, MacDonald JW, Bammler TK, Farin FM, St Pierre Schneider B.",Nurs Res. 2017 Mar/Apr;66(2):63-74. doi: 10.1097/NNR.0000000000000209.,Voss JG,Nurs Res,2017,2017/03/03,,,10.1097/NNR.0000000000000209,1
33897767,comprehensive rna-seq profiling reveals temporal and tissue-specific changes in gene expression in sprague-dawley rats as response to heat stress challenges,"Dou J, Cánovas A, Brito LF, Yu Y, Schenkel FS, Wang Y.",Front Genet. 2021 Apr 9;12:651979. doi: 10.3389/fgene.2021.651979. eCollection 2021.,Dou J,Front Genet,2021,2021/04/26,PMC8063118,,10.3389/fgene.2021.651979,1
