PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Label
11331234,analysis of temporal gene expression profiles: clustering by simulated annealing and determining the optimal number of clusters,"Lukashin AV, Fuchs R.",Bioinformatics. 2001 May;17(5):405-14. doi: 10.1093/bioinformatics/17.5.405.,Lukashin AV,Bioinformatics,2001,2001/05/02,,,10.1093/bioinformatics/17.5.405,1
28076779,transcription dynamics prevent rna-mediated genomic instability through srpk2-dependent ddx23 phosphorylation,"Sridhara SC, Carvalho S, Grosso AR, Gallego-Paez LM, Carmo-Fonseca M, de Almeida SF.",Cell Rep. 2017 Jan 10;18(2):334-343. doi: 10.1016/j.celrep.2016.12.050.,Sridhara SC,Cell Rep,2017,2017/01/12,,,10.1016/j.celrep.2016.12.050,0
30880083,understanding the mechanistic basis of non-coding rna through molecular dynamics simulations,"Palermo G, Casalino L, Magistrato A, Andrew McCammon J.",J Struct Biol. 2019 Jun 1;206(3):267-279. doi: 10.1016/j.jsb.2019.03.004. Epub 2019 Mar 15.,Palermo G,J Struct Biol,2019,2019/03/19,PMC6637970,NIHMS1040308,10.1016/j.jsb.2019.03.004,0
26593011,dynamics in sequence space for rna secondary structure design,"Matthies MC, Bienert S, Torda AE.",J Chem Theory Comput. 2012 Oct 9;8(10):3663-70. doi: 10.1021/ct300267j. Epub 2012 Aug 23.,Matthies MC,J Chem Theory Comput,2012,2015/11/24,,,10.1021/ct300267j,0
22726420,visualizing spatiotemporal dynamics of apoptosis after g1 arrest by human t cell leukemia virus type 1 tax and insights into gene expression changes using microarray-based gene expression analysis,"Arainga M, Murakami H, Aida Y.",BMC Genomics. 2012 Jun 22;13:275. doi: 10.1186/1471-2164-13-275.,Arainga M,BMC Genomics,2012,2012/06/26,PMC3537563,,10.1186/1471-2164-13-275,1
11779230,concerted motions in hiv-1 tar rna may allow access to bound state conformations: rna dynamics from nmr residual dipolar couplings,"Al-Hashimi HM, Gosser Y, Gorin A, Hu W, Majumdar A, Patel DJ.",J Mol Biol. 2002 Jan 11;315(2):95-102. doi: 10.1006/jmbi.2001.5235.,Al-Hashimi HM,J Mol Biol,2002,2002/01/10,,,10.1006/jmbi.2001.5235,0
20087569,near-isogenic cotton germplasm lines that differ in fiber-bundle strength have temporal differences in fiber gene expression patterns as revealed by comparative high-throughput profiling,"Hinchliffe DJ, Meredith WR, Yeater KM, Kim HJ, Woodward AW, Chen ZJ, Triplett BA.",Theor Appl Genet. 2010 May;120(7):1347-66. doi: 10.1007/s00122-010-1260-6. Epub 2010 Jan 20.,Hinchliffe DJ,Theor Appl Genet,2010,2010/01/21,,,10.1007/s00122-010-1260-6,1
28793186,"an engineered optogenetic switch for spatiotemporal control of gene expression, cell differentiation, and tissue morphogenesis","Polstein LR, Juhas M, Hanna G, Bursac N, Gersbach CA.",ACS Synth Biol. 2017 Nov 17;6(11):2003-2013. doi: 10.1021/acssynbio.7b00147. Epub 2017 Sep 6.,Polstein LR,ACS Synth Biol,2017,2017/08/10,PMC5767923,NIHMS932878,10.1021/acssynbio.7b00147,0
34245118,nuclear speckles: dynamic hubs of gene expression regulation,"Ilık İA, Aktaş T.",FEBS J. 2021 Jul 10. doi: 10.1111/febs.16117. Online ahead of print.,Ilık İA,FEBS J,2021,2021/07/10,,,10.1111/febs.16117,0
17823296,"time course of proteolytic, cytokine, and myostatin gene expression after acute exercise in human skeletal muscle","Louis E, Raue U, Yang Y, Jemiolo B, Trappe S.",J Appl Physiol (1985). 2007 Nov;103(5):1744-51. doi: 10.1152/japplphysiol.00679.2007. Epub 2007 Sep 6.,Louis E,J Appl Physiol (1985),2007,2007/09/08,,,10.1152/japplphysiol.00679.2007,1
28430414,"dynamic and energetic signatures of adenine tracts in a ra-dt rna-dna hybrid and in homologous rna-dna, rna-rna, and dna-dna double helices","Huang Y, Russu IM.",Biochemistry. 2017 May 16;56(19):2446-2454. doi: 10.1021/acs.biochem.6b01122. Epub 2017 May 1.,Huang Y,Biochemistry,2017,2017/04/22,,,10.1021/acs.biochem.6b01122,0
27631837,nmr structures and dynamics in a prohead rna loop that binds metal ions,"Gu X, Park SY, Tonelli M, Cornilescu G, Xia T, Zhong D, Schroeder SJ.",J Phys Chem Lett. 2016 Oct 6;7(19):3841-3846. doi: 10.1021/acs.jpclett.6b01465. Epub 2016 Sep 19.,Gu X,J Phys Chem Lett,2016,2016/09/16,PMC5762182,NIHMS818672,10.1021/acs.jpclett.6b01465,0
30165550,structural dynamics of propeller loop: towards folding of rna g-quadruplex,"Havrila M, Stadlbauer P, Kührová P, Banáš P, Mergny JL, Otyepka M, Šponer J.",Nucleic Acids Res. 2018 Sep 28;46(17):8754-8771. doi: 10.1093/nar/gky712.,Havrila M,Nucleic Acids Res,2018,2018/08/31,PMC6158699,,10.1093/nar/gky712,0
23870110,mining differential top-k co-expression patterns from time course comparative gene expression datasets,"Liu YC, Cheng CP, Tseng VS.",BMC Bioinformatics. 2013 Jul 21;14:230. doi: 10.1186/1471-2105-14-230.,Liu YC,BMC Bioinformatics,2013,2013/07/23,PMC3751367,,10.1186/1471-2105-14-230,1
33796851,jonckheere-terpstra-kendall-based non-parametric analysis of temporal differential gene expression,"Iuchi H, Hamada M.",NAR Genom Bioinform. 2021 Mar 24;3(1):lqab021. doi: 10.1093/nargab/lqab021. eCollection 2021 Mar.,Iuchi H,NAR Genom Bioinform,2021,2021/04/02,PMC7991226,,10.1093/nargab/lqab021,1
28483564,the influence of nuclear compartmentalisation on stochastic dynamics of self-repressing gene expression,"Sturrock M, Li S, Shahrezaei V.",J Theor Biol. 2017 Jul 7;424:55-72. doi: 10.1016/j.jtbi.2017.05.003. Epub 2017 May 5.,Sturrock M,J Theor Biol,2017,2017/05/10,,,10.1016/j.jtbi.2017.05.003,0
18633543,unfolding and melting of dna (rna) hairpins: the concept of structure-specific 2d dynamic landscapes,"Lin MM, Meinhold L, Shorokhov D, Zewail AH.",Phys Chem Chem Phys. 2008 Aug 7;10(29):4227-39. doi: 10.1039/b804675c. Epub 2008 Jun 3.,Lin MM,Phys Chem Chem Phys,2008,2008/07/18,PMC2548322,NIHMS53699,10.1039/b804675c,0
12493710,prostaglandin d2 synthase secreted in the caput epididymidis displays spatial and temporal delay between messenger rna and protein expression during postnatal development,"Fouchécourt S, Castella S, Dacheux F, Dacheux JL.",Biol Reprod. 2003 Jan;68(1):174-9. doi: 10.1095/biolreprod.102.006577.,Fouchécourt S,Biol Reprod,2003,2002/12/21,,,10.1095/biolreprod.102.006577,0
29637575,the rna-seq-based high resolution gene expression atlas of chickpea (cicer arietinum l.) reveals dynamic spatio-temporal changes associated with growth and development,"Kudapa H, Garg V, Chitikineni A, Varshney RK.",Plant Cell Environ. 2018 Sep;41(9):2209-2225. doi: 10.1111/pce.13210. Epub 2018 May 16.,Kudapa H,Plant Cell Environ,2018,2018/04/12,,,10.1111/pce.13210,1
31133987,tanycyte gene expression dynamics in the regulation of energy homeostasis,Langlet F.,Front Endocrinol (Lausanne). 2019 May 7;10:286. doi: 10.3389/fendo.2019.00286. eCollection 2019.,Langlet F,Front Endocrinol (Lausanne),2019,2019/05/29,PMC6514105,,10.3389/fendo.2019.00286,0
12591507,temporal changes in regeneration-associated gene expression in cryopreserved rat vascular grafts,"Kiji T, Dohi Y, Nishizaki K, Sakaguchi H, Nagasaka S, Naito H, Yonemasu K, Taniguchi S.",Transplant Proc. 2003 Feb;35(1):506-8. doi: 10.1016/s0041-1345(02)03921-0.,Kiji T,Transplant Proc,2003,2003/02/20,,,10.1016/s0041-1345(02)03921-0,1
29045151,dynamic blue light-inducible t7 rna polymerases (opto-t7rnaps) for precise spatiotemporal gene expression control,"Baumschlager A, Aoki SK, Khammash M.",ACS Synth Biol. 2017 Nov 17;6(11):2157-2167. doi: 10.1021/acssynbio.7b00169. Epub 2017 Oct 18.,Baumschlager A,ACS Synth Biol,2017,2017/10/19,,,10.1021/acssynbio.7b00169,0
11991842,statistical methods for analysis of time course gene expression data,"Li H, Luan Y, Hong F, Li Y.",Front Biosci. 2002 May 1;7:a90-8. doi: 10.2741/A743.,Li H,Front Biosci,2002,2002/05/07,,,10.2741/A743,1
30642763,the rna-binding protein pum2 impairs mitochondrial dynamics and mitophagy during aging,"D'Amico D, Mottis A, Potenza F, Sorrentino V, Li H, Romani M, Lemos V, Schoonjans K, Zamboni N, Knott G, Schneider BL, Auwerx J.",Mol Cell. 2019 Feb 21;73(4):775-787.e10. doi: 10.1016/j.molcel.2018.11.034. Epub 2019 Jan 11.,D'Amico D,Mol Cell,2019,2019/01/16,PMC6396316,NIHMS1518302,10.1016/j.molcel.2018.11.034,0
24767545,optic nerve crush induces spatial and temporal gene expression patterns in retina and optic nerve of balb/cj mice,"Sharma TP, McDowell CM, Liu Y, Wagner AH, Thole D, Faga BP, Wordinger RJ, Braun TA, Clark AF.",Mol Neurodegener. 2014 Apr 27;9:14. doi: 10.1186/1750-1326-9-14.,Sharma TP,Mol Neurodegener,2014,2014/04/29,PMC4113182,,10.1186/1750-1326-9-14,1
18202369,spatial and temporal control of gene expression in drosophila using the inducible geneswitch gal4 system. i. screen for larval nervous system drivers,"Nicholson L, Singh GK, Osterwalder T, Roman GW, Davis RL, Keshishian H.",Genetics. 2008 Jan;178(1):215-34. doi: 10.1534/genetics.107.081968.,Nicholson L,Genetics,2008,2008/01/19,PMC2206072,,10.1534/genetics.107.081968,0
14617073,temporal and spatial control of gene silencing in transgenic plants by inducible expression of double-stranded rna,"Chen S, Hofius D, Sonnewald U, Börnke F.",Plant J. 2003 Dec;36(5):731-40. doi: 10.1046/j.1365-313x.2003.01914.x.,Chen S,Plant J,2003,2003/11/18,,,10.1046/j.1365-313x.2003.01914.x,0
34612623,addition-elimination mechanism-activated nucleotide transition sequencing for rna dynamics profiling,"Su L, Chen F, Yu H, Yan H, Zhao F, Fan C, Zhao Y.",Anal Chem. 2021 Oct 19;93(41):13974-13980. doi: 10.1021/acs.analchem.1c03361. Epub 2021 Oct 6.,Su L,Anal Chem,2021,2021/10/06,,,10.1021/acs.analchem.1c03361,0
31594448,landscape of rna editing reveals new insights into the dynamic gene regulation of spermatogenesis,"Wang X, Wu X, Zhu Z, Li H, Li T, Li Q, Zhang P, Li L, Che D, Xiao X, Liu T, Hua J, Liao M.",Cell Cycle. 2019 Dec;18(23):3351-3364. doi: 10.1080/15384101.2019.1676584. Epub 2019 Oct 9.,Wang X,Cell Cycle,2019,2019/10/10,PMC6927729,,10.1080/15384101.2019.1676584,0
34909450,wholemount in situ hybridization for spatial-temporal visualization of gene expression in early post-implantation mouse embryos,"Yang X, Chen Y, Song L, Zhang T, Jing N.",Bio Protoc. 2021 Nov 20;11(22):e4229. doi: 10.21769/BioProtoc.4229. eCollection 2021 Nov 20.,Yang X,Bio Protoc,2021,2021/12/15,PMC8635846,,10.21769/BioProtoc.4229,1
21682889,high-resolution time series of pseudomonas aeruginosa gene expression and rhamnolipid secretion through growth curve synchronization,"van Ditmarsch D, Xavier JB.",BMC Microbiol. 2011 Jun 17;11:140. doi: 10.1186/1471-2180-11-140.,van Ditmarsch D,BMC Microbiol,2011,2011/06/21,PMC3152908,,10.1186/1471-2180-11-140,1
33375298,"discovery of potential inhibitors for rna-dependent rna polymerase of norovirus: virtual screening, and molecular dynamics","Ebenezer O, Jordaan MA, Damoyi N, Shapi M.",Int J Mol Sci. 2020 Dec 26;22(1):171. doi: 10.3390/ijms22010171.,Ebenezer O,Int J Mol Sci,2020,2020/12/30,PMC7795727,,10.3390/ijms22010171,0
30485839,comprehensive circular rna profiling reveals the regulatory role of the circrna-0067835/mir-155 pathway in temporal lobe epilepsy,"Gong GH, An FM, Wang Y, Bian M, Wang D, Wei CX.",Cell Physiol Biochem. 2018;51(3):1399-1409. doi: 10.1159/000495589. Epub 2018 Nov 28.,Gong GH,Cell Physiol Biochem,2018,2018/11/29,,,10.1159/000495589,0
29241666,identification of human circadian genes based on time course gene expression profiles by using a deep learning method,"Cui P, Zhong T, Wang Z, Wang T, Zhao H, Liu C, Lu H.",Biochim Biophys Acta Mol Basis Dis. 2018 Jun;1864(6 Pt B):2274-2283. doi: 10.1016/j.bbadis.2017.12.004. Epub 2017 Dec 12.,Cui P,Biochim Biophys Acta Mol Basis Dis,2018,2017/12/16,,,10.1016/j.bbadis.2017.12.004,1
33524037,fitness landscape of a dynamic rna structure,"Soo VWC, Swadling JB, Faure AJ, Warnecke T.",PLoS Genet. 2021 Feb 1;17(2):e1009353. doi: 10.1371/journal.pgen.1009353. eCollection 2021 Feb.,Soo VWC,PLoS Genet,2021,2021/02/01,PMC7877785,,10.1371/journal.pgen.1009353,0
11442354,"rna editing at the q/r site for the glutamate receptor subunits glur2, glur5, and glur6 in hippocampus and temporal cortex from epileptic patients","Kortenbruck G, Berger E, Speckmann EJ, Musshoff U.",Neurobiol Dis. 2001 Jun;8(3):459-68. doi: 10.1006/nbdi.2001.0394.,Kortenbruck G,Neurobiol Dis,2001,2001/07/10,,,10.1006/nbdi.2001.0394,0
22982363,dynamic phosphorylation patterns of rna polymerase ii ctd during transcription,"Heidemann M, Hintermair C, Voß K, Eick D.",Biochim Biophys Acta. 2013 Jan;1829(1):55-62. doi: 10.1016/j.bbagrm.2012.08.013. Epub 2012 Sep 7.,Heidemann M,Biochim Biophys Acta,2013,2012/09/18,,,10.1016/j.bbagrm.2012.08.013,0
25707432,identifying essential proteins from active ppi networks constructed with dynamic gene expression,"Xiao Q, Wang J, Peng X, Wu FX, Pan Y.",BMC Genomics. 2015;16 Suppl 3(Suppl 3):S1. doi: 10.1186/1471-2164-16-S3-S1. Epub 2015 Jan 29.,Xiao Q,BMC Genomics,2015,2015/02/25,PMC4331804,,10.1186/1471-2164-16-S3-S1,0
32714375,stochastic dynamics of gene switching and energy dissipation for gene expression,"Liu Q, Yu F, Yi L, Gao Y, Gui R, Yi M, Sun J.",Front Genet. 2020 Jul 2;11:676. doi: 10.3389/fgene.2020.00676. eCollection 2020.,Liu Q,Front Genet,2020,2020/07/28,PMC7343763,,10.3389/fgene.2020.00676,0
17597826,gene expression time course in the human skin during elicitation of allergic contact dermatitis,"Pedersen MB, Skov L, Menné T, Johansen JD, Olsen J.",J Invest Dermatol. 2007 Nov;127(11):2585-95. doi: 10.1038/sj.jid.5700902. Epub 2007 Jun 28.,Pedersen MB,J Invest Dermatol,2007,2007/06/29,,,10.1038/sj.jid.5700902,1
34347449,synthetic cellobiose-inducible regulatory systems allow tight and dynamic controls of gene expression in streptomyces,"Wang X, Fu Y, Wang M, Niu G.",ACS Synth Biol. 2021 Aug 20;10(8):1956-1965. doi: 10.1021/acssynbio.1c00152. Epub 2021 Aug 4.,Wang X,ACS Synth Biol,2021,2021/08/04,,,10.1021/acssynbio.1c00152,0
31481451,the acetylation of lysine-376 of g3bp1 regulates rna binding and stress granule dynamics,"Gal J, Chen J, Na DY, Tichacek L, Barnett KR, Zhu H.",Mol Cell Biol. 2019 Oct 28;39(22):e00052-19. doi: 10.1128/MCB.00052-19. Print 2019 Nov 15.,Gal J,Mol Cell Biol,2019,2019/09/05,PMC6817755,,10.1128/MCB.00052-19,0
16339966,host and parasite-derived ikk activities direct distinct temporal phases of nf-kappab activation and target gene expression following toxoplasma gondii infection,"Molestina RE, Sinai AP.",J Cell Sci. 2005 Dec 15;118(Pt 24):5785-96. doi: 10.1242/jcs.02709.,Molestina RE,J Cell Sci,2005,2005/12/13,,,10.1242/jcs.02709,0
16569846,time course of microbiologic outcome and gene expression in candida albicans during and following in vitro and in vivo exposure to fluconazole,"Lepak A, Nett J, Lincoln L, Marchillo K, Andes D.",Antimicrob Agents Chemother. 2006 Apr;50(4):1311-9. doi: 10.1128/AAC.50.4.1311-1319.2006.,Lepak A,Antimicrob Agents Chemother,2006,2006/03/30,PMC1426956,,10.1128/AAC.50.4.1311-1319.2006,1
15253648,dynamic gene expression profiling using a microfabricated living cell array,"Thompson DM, King KR, Wieder KJ, Toner M, Yarmush ML, Jayaraman A.",Anal Chem. 2004 Jul 15;76(14):4098-103. doi: 10.1021/ac0354241.,Thompson DM,Anal Chem,2004,2004/07/16,,,10.1021/ac0354241,0
16689727,amplification of low quantity bacterial rna for microarray studies: time-course analysis of leptospirillum ferrooxidans under nitrogen-fixing conditions,"Moreno-Paz M, Parro V.",Environ Microbiol. 2006 Jun;8(6):1064-73. doi: 10.1111/j.1462-2920.2006.00998.x.,Moreno-Paz M,Environ Microbiol,2006,2006/05/13,,,10.1111/j.1462-2920.2006.00998.x,0
15135230,an analysis using dna microarray of the time course of gene expression during syncytialization of a human placental cell line (bewo),"Kudo Y, Boyd CA, Sargent IL, Redman CW, Lee JM, Freeman TC.",Placenta. 2004 Jul;25(6):479-88. doi: 10.1016/j.placenta.2003.12.001.,Kudo Y,Placenta,2004,2004/05/12,,,10.1016/j.placenta.2003.12.001,1
15805112,spatiotemporal switch from deltanp73 to tap73 isoforms during nephrogenesis: impact on differentiation gene expression,"Saifudeen Z, Diavolitsis V, Stefkova J, Dipp S, Fan H, El-Dahr SS.",J Biol Chem. 2005 Jun 17;280(24):23094-102. doi: 10.1074/jbc.M414575200. Epub 2005 Apr 1.,Saifudeen Z,J Biol Chem,2005,2005/04/05,,,10.1074/jbc.M414575200,0
30997719,rna dynamics by nmr spectroscopy,"Marušič M, Schlagnitweit J, Petzold K.",Chembiochem. 2019 Nov 4;20(21):2685-2710. doi: 10.1002/cbic.201900072. Epub 2019 Jul 17.,Marušič M,Chembiochem,2019,2019/04/19,PMC6899578,,10.1002/cbic.201900072,0
20130141,dynamic organisation of prolactin gene expression in living pituitary tissue,"Harper CV, Featherstone K, Semprini S, Friedrichsen S, McNeilly J, Paszek P, Spiller DG, McNeilly AS, Mullins JJ, Davis JR, White MR.",J Cell Sci. 2010 Feb 1;123(Pt 3):424-30. doi: 10.1242/jcs.060434.,Harper CV,J Cell Sci,2010,2010/02/05,PMC2816187,,10.1242/jcs.060434,0
32066983,spatiotemporal single-cell analysis of gene expression in the mouse suprachiasmatic nucleus,"Wen S, Ma D, Zhao M, Xie L, Wu Q, Gou L, Zhu C, Fan Y, Wang H, Yan J.",Nat Neurosci. 2020 Mar;23(3):456-467. doi: 10.1038/s41593-020-0586-x. Epub 2020 Feb 17.,Wen S,Nat Neurosci,2020,2020/02/19,,,10.1038/s41593-020-0586-x,1
29472317,dynamic control of chromosome topology and gene expression by a chromatin modification,"Bian Q, Anderson EC, Brejc K, Meyer BJ.",Cold Spring Harb Symp Quant Biol. 2017;82:279-291. doi: 10.1101/sqb.2017.82.034439. Epub 2018 Feb 22.,Bian Q,Cold Spring Harb Symp Quant Biol,2017,2018/02/24,PMC6041165,NIHMS959933,10.1101/sqb.2017.82.034439,0
26015960,"quantitative, noninvasive, in vivo longitudinal monitoring of gene expression in the brain by co-aav transduction with a pet reporter gene","Yoon SY, Gay-Antaki C, Ponde DE, Poptani H, Vite CH, Wolfe JH.",Mol Ther Methods Clin Dev. 2014 Jun 4;1:14016. doi: 10.1038/mtm.2014.16. eCollection 2014.,Yoon SY,Mol Ther Methods Clin Dev,2014,2015/05/28,PMC4362377,,10.1038/mtm.2014.16,0
30528433,the human rna-binding proteome and its dynamics during translational arrest,"Trendel J, Schwarzl T, Horos R, Prakash A, Bateman A, Hentze MW, Krijgsveld J.",Cell. 2019 Jan 10;176(1-2):391-403.e19. doi: 10.1016/j.cell.2018.11.004. Epub 2018 Dec 6.,Trendel J,Cell,2019,2018/12/12,,,10.1016/j.cell.2018.11.004,0
30644405,publisher correction: temporal control of gene expression by the pioneer factor zelda through transient interactions in hubs,"Dufourt J, Trullo A, Hunter J, Fernandez C, Lazaro J, Dejean M, Morales L, Nait-Amer S, Schulz KN, Harrison MM, Favard C, Radulescu O, Lagha M.",Nat Commun. 2019 Jan 15;10(1):315. doi: 10.1038/s41467-019-08346-3.,Dufourt J,Nat Commun,2019,2019/01/16,PMC6333798,,10.1038/s41467-019-08346-3,0
17146666,gene expression dynamics in deer antler: mesenchymal differentiation toward chondrogenesis,"Gyurján I Jr, Molnár A, Borsy A, Stéger V, Hackler L Jr, Zomborszky Z, Papp P, Duda E, Deák F, Lakatos P, Puskás LG, Orosz L.",Mol Genet Genomics. 2007 Mar;277(3):221-35. doi: 10.1007/s00438-006-0190-0. Epub 2006 Dec 5.,Gyurján I Jr,Mol Genet Genomics,2007,2006/12/06,,,10.1007/s00438-006-0190-0,0
17508774,molecular dynamics study of intrinsic stability in six rna terminal loop motifs,"Nyström B, Nilsson L.",J Biomol Struct Dyn. 2007 Jun;24(6):525-36. doi: 10.1080/07391102.2007.10507141.,Nyström B,J Biomol Struct Dyn,2007,2007/05/19,,,10.1080/07391102.2007.10507141,0
33478276,effect of rehabilitation on biologic and transcriptomic responses after hospital-acquired deconditioning: a prospective longitudinal feasibility study,"Laneuville O, Rocheleau L, Chan Chun Kong D, Pelchat M, Trudel G.",Disabil Rehabil. 2021 Jan 21:1-9. doi: 10.1080/09638288.2021.1875507. Online ahead of print.,Laneuville O,Disabil Rehabil,2021,2021/01/22,,,10.1080/09638288.2021.1875507,1
